en	desc
879	879
880	880
881	881
882	882
883	883
884	884
885	885
886	886
887	887
888	888
889	889
890	890
891	891
892	892
893	893
894	894
895	895
896	896
897	897
898	898
899	899
900	900
901	901
902	902
903	903
904	904
905	905
906	906
907	907
908	908
909	909
910	910
911	911
912	912
913	913
914	914
915	915
916	916
917	917
918	918
919	919
920	920
921	921
922	922
923	923
924	924
925	925
926	926
927	927
928	928
929	929
930	930
931	931
932	932
933	933
934	934
935	935
936	936
937	937
938	938
939	939
940	940
941	941
942	942
943	943
944	944
945	945
946	946
947	947
948	948
949	949
950	950
951	951
952	952
953	953
954	954
955	955
956	956
957	957
958	958
959	959
960	960
961	961
962	962
963	963
964	964
965	965
966	966
967	967
968	968
969	969
970	970
971	971
972	972
973	973
974	974
975	975
976	976
977	977
978	978
979	979
980	980
981	981
982	982
983	983
984	984
985	985
986	986
987	987
988	988
989	989
990	990
991	991
992	992
993	993
994	994
995	995
996	996
997	997
998	998
999	999
1000	1000
1001	1001
1002	1002
1003	1003
1004	1004
1005	1005
1006	1006
1007	1007
1008	1008
1009	1009
1010	1010
1011	1011
1012	1012
1013	1013
1014	1014
1015	1015
1016	1016
1017	1017
1018	1018
1019	1019
1020	1020
1021	1021
1022	1022
1023	1023
1024	1024
1025	1025
1026	1026
1027	1027
1028	1028
1029	1029
1030	1030
1031	1031
1032	1032
1033	1033
1034	1034
1035	1035
1036	1036
1037	1037
1038	1038
1039	1039
1040	1040
1041	1041
1042	1042
1043	1043
1044	1044
1045	1045
1046	1046
1047	1047
1048	1048
1049	1049
1050	1050
1051	1051
1052	1052
1053	1053
1054	1054
1055	1055
1056	1056
1057	1057
1058	1058
1059	1059
1060	1060
1061	1061
1062	1062
1063	1063
1064	1064
1065	1065
1066	1066
1067	1067
1068	1068
1069	1069
1070	1070
1071	1071
1072	1072
1073	1073
1074	1074
1075	1075
1076	1076
1077	1077
1078	1078
1079	1079
1080	1080
1081	1081
1082	1082
1083	1083
1084	1084
1085	1085
1086	1086
1087	1087
1088	1088
1089	1089
1090	1090
1091	1091
1092	1092
1093	1093
1094	1094
1095	1095
1096	1096
1097	1097
1098	1098
1099	1099
1100	1100
Aogami Type-0	1101
Aogami Type-1	1102
Aogami Type-2	1103
Aogami Type-3	1104
Aogami Type-4	1105
Aogami Type-5	1106
Aogami Type-6	1107
Aogami Type-7	1108
Aogami Type-8	1109
Aogami Type-9	1110
Aogami Type-10	1111
Aogami Type-A	1112
Aogami Type-B	1113
Aogami Type-C	1114
Aogami Type-D	1115
Tsukuyomi Base	1116
Tsukuyomi Median	1117
Tsukuyomi Ultimus	1118
1119	1119
1120	1120
1121	1121
1122	1122
1123	1123
1124	1124
1125	1125
1126	1126
1127	1127
1128	1128
1129	1129
1130	1130
1131	1131
1132	1132
1133	1133
1134	1134
1135	1135
1136	1136
1137	1137
1138	1138
1139	1139
1140	1140
1141	1141
1142	1142
1143	1143
1144	1144
1145	1145
1146	1146
1147	1147
1148	1148
1149	1149
Yuzuru Atsuta A	A student at Jouin High School in\nTokyo, who was dragged into the\nTakanawa Tunnel collapse accident,\nand wandered into an unfamiliar world.\nUsed to fighting demons.
Ichiro Dazai A	A student at Jouin High School in\nTokyo, who volunteered to help the\nBethel Japan branch.
Tao Isonokami A	A student at Jouin High School in\nTokyo, known to Bethel's Japanese\nbranch as a Saint. She helps those\nwho have suffered at demons' hands.
Yuzuru Atsuta B	A student at Jouin High School in\nTokyo, who has been cooperating\nwith Bethel Japan for some time.\nHe is able to use demons to fight.
Tao Isonokami B	A student at Jouin High School in\nTokyo, known to Bethel's Japanese\nbranch as a Saint. In order to save the\nstudents who have been turned to salt,\nshe searches for clues to its cause.
Tao	1155_TAO3
Tao	1156_TAO4
Yoko Hiromine A	A female student encountered in\na strange and devastated world.\nWears the uniform of a different\nschool. She seems to have the\npower to fight demons.
Yoko Hiromine B	A female student encountered in\na strange and devastated world.\nWears the uniform of a different\nschool. She joined in order to help\nrescue kidnapped students.
Yoko Hiromine C	A female student encountered in\na strange and devastated world.\nWears the uniform of a different\nschool. She offered to accompany Tao\non her way to a new region of Da'at.
Yoko	1160_YOKO4
Demi-fiend A	Once an ordinary high school student,\nnow the bane of God's creation. On\nthe whim of a certain blond-haired\nchild, he was made to survive the\nConception, but at the cost of a\ngruesome transformation. After\nemerging from the Shinjuku Medical\nCenter with the body of a demon, he\nbecame the Demi-fiend of legend, as\nprophesied in the Scripture of Miroku.
Yuzuru Atsuta C	A student at Jouin High School in\nTokyo who has been cooperating\nwith Bethel Japan for a while already.\nHe is able to use demons to fight.
1163	1163
1164	1164
1165	1165
1166	1166
1167	1167
1168	1168
1169	1169
1170	1170
1171	1171
1172	1172
1173	1173
1174	1174
1175	1175
1176	1176
1177	1177
1178	1178
1179	1179
1180	1180
1181	1181
1182	1182
1183	1183
1184	1184
1185	1185
1186	1186
1187	1187
1188	1188
1189	1189
1190	1190
1191	1191
1192	1192
1193	1193
1194	1194
1195	1195
1196	1196
1197	1197
1198	1198
1199	1199
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1207	1207
1208	1208
1209	1209
1210	1210
1211	1211
1212	1212
1213	1213
1214	1214
1215	1215
1216	1216
1217	1217
1218	1218
1219	1219
1220	1220
1221	1221
1222	1222
1223	1223
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
1231	1231
1232	1232
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
1247	1247
1248	1248
1249	1249
1250	1250
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
1263	1263
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
1278	1278
1279	1279
1280	1280
1281	1281
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
