m_EnemyID	m_CharaID	m_NkmID	m_NameLabel	m_WeaponRID	m_WeaponLID	m_ModelScale	m_EffectScale	m_AiID	m_Level	m_EnemyBaseHp	m_EnemyBaseMp	m_EnemyBaseStr	m_EnemyBaseInt	m_EnemyBaseVit	m_EnemyBaseAgi	m_EnemyBaseLuk	m_Rune	m_GunAttr	m_GunParam	m_PhysicalAttr	m_PhysicalParam	m_FireAttr	m_FireParam	m_IceAttr	m_IceParam	m_ThunderAttr	m_ThunderParam	m_ZanAttr	m_ZanParam	m_BstAttr	m_BstParam	m_BannouAttr	m_BannouParam	m_NormalAttackID	m_Exp	m_Money	m_BulletExp	m_Drop	m_Sexuality	m_Speciality	m_CmpFlag_RegistLibrary	m_BtlFlag_NoPursuit	m_BtlFlag_NoInterrupt	m_BtlFlag_KneeDead	m_BtlFlag_NoDying	m_BtlFlag_StuckDead	m_BtlFlag_LastStand	m_BtlFlag_HideLevel	m_ActCount	m_DevilTone	m_DevilVoice	m_SaveDataID	m_IsMatEmissionColor	m_MatEmissionColorR	m_MatEmissionColorG	m_MatEmissionColorB	m_MatEmissionColorA
2146	2195	0	NAKAMA_516	0	0	1	1	445	66	1500	1000	94	94	72	70	70	32	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3000	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	28	0	0	0	0	0	0
2147	9083	0	NAKAMA_038	0	0	1	0.7	446	10	200	100	21	22	23	22	18	8	4	100	4	100	4	100	4	100	2	0	5	150	5	150	4	100	3000	30	1100	0	1310	0	4	0	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
2148	9240	0	NAKAMA_144	0	0	1	1	447	14	1800	300	40	40	27	11	11	17	0	200	0	200	5	300	5	300	5	300	5	300	2	0	4	100	3000	54	1300	0	1311	0	4	0	1	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2149	9200	0	NAKAMA_104	0	0	1	0.7	448	14	350	200	33	33	20	10	10	13	5	150	4	100	4	100	4	100	4	100	1	100	4	100	4	100	3000	54	1300	0	1312	0	4	0	1	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2150	9223	0	NAKAMA_127	0	0	1	1	449	28	1200	200	53	45	28	35	20	6	4	100	3	50	3	50	0	100	4	100	5	150	3	50	4	100	3000	194	2000	0	1416	0	4	0	1	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0
2151	2107	0	NAKAMA_502	0	0	1	1	450	24	1650	192	49	40	36	28	10	35	4	100	4	100	5	150	4	100	5	150	4	100	4	100	4	100	3000	156	1900	0	1418	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2152	9117	0	NAKAMA_053	0	0	1	1	451	28	450	200	37	40	40	42	15	18	5	150	3	50	4	100	4	100	0	100	4	100	4	100	4	100	3001	194	2000	0	1420	0	4	0	1	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
2153	9199	0	NAKAMA_103	0	0	1	1	452	35	1100	420	55	25	33	50	45	3	2	0	2	0	2	0	2	0	2	0	2	0	2	0	4	100	3000	296	3100	0	1525	0	4	0	1	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0
2154	9243	0	NAKAMA_147	0	0	1	1	453	39	5000	200	56	59	35	20	25	15	3	1	1	100	4	2	3	1	3	1	5	120	4	1	4	10	3001	365	3500	0	1526	0	4	0	1	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2155	9182	0	NAKAMA_086	0	0	1	1	454	39	10000	225	106	86	44	49	71	10	2	0	2	0	5	150	5	150	5	150	5	150	2	0	4	100	3000	365	3500	0	1527	0	4	0	1	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2156	9199	0	NAKAMA_103	0	0	1	1	455	50	2600	300	97	40	57	58	48	3	4	100	5	150	5	150	2	0	3	50	3	50	2	0	4	100	3000	590	9000	0	1632	0	4	0	1	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0
2157	9001	0	NAKAMA_001	0	0	0.8	0.7	456	52	4000	300	38	90	55	60	49	30	4	100	4	100	5	150	0	100	4	100	4	100	3	50	4	100	3000	636	9800	0	1636	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2158	2101	0	NAKAMA_507	0	0	1	1	457	54	9500	300	193	80	63	55	54	33	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3000	685	10600	0	1641	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2159	2300	0	NAKAMA_509	0	0	1	1	458	64	16200	448	81	81	64	68	60	35	4	100	4	100	4	100	4	100	4	100	4	100	2	0	4	100	3001	954	16000	0	1730	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2160	9210	0	NAKAMA_114	0	0	1	1	459	64	5500	960	48	275	59	81	70	27	4	100	4	100	4	100	4	100	4	100	4	100	2	0	4	100	3001	954	16000	0	1734	0	4	0	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
2161	9129	0	NAKAMA_058	0	0	0.8	0.7	460	64	6000	640	45	98	75	65	63	5	1	100	1	100	5	150	0	100	1	100	1	100	1	100	4	100	3000	954	16000	0	1735	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2162	9247	0	NAKAMA_151	0	0	0.8	0.8	461	53	2400	318	25	92	50	80	60	14	5	150	4	100	4	100	4	100	1	100	5	150	4	100	4	100	3000	660	10600	0	1721	0	1	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2163	9119	0	NAKAMA_055	0	0	1	1	462	34	900	150	23	55	38	49	42	4	4	100	4	100	5	150	1	100	4	100	4	100	4	100	4	100	3001	280	2900	0	1518	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2164	9243	0	NAKAMA_147	0	0	1	1	463	34	1400	135	46	53	46	20	30	15	4	100	4	100	4	100	3	50	3	50	5	150	4	100	4	100	3001	280	2900	0	1519	0	1	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2165	9077	0	NAKAMA_034	0	0	1	1	464	34	800	169	55	24	42	42	30	1	4	100	3	50	3	50	5	150	4	100	3	50	4	100	4	100	3000	280	2900	0	1520	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
2166	9168	0	NAKAMA_072	0	0	1.3	1	465	56	4000	680	37	72	52	61	61	9	4	100	4	100	5	150	2	0	4	100	4	100	2	0	4	100	3001	502	6600	0	1612	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2167	9177	0	NAKAMA_081	0	0	1	1	466	56	4500	430	50	64	51	64	40	1	3	50	4	100	4	100	4	100	5	150	0	100	2	0	4	100	3000	502	6600	0	1613	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0
2168	9170	0	NAKAMA_074	0	0	1	1	467	56	3800	600	57	66	48	62	46	9	4	100	4	100	2	0	5	150	3	50	4	100	5	150	4	100	3000	502	6600	0	1614	0	1	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
2169	9244	0	NAKAMA_148	0	0	1	1	468	56	4300	760	62	75	50	62	41	15	4	100	4	100	4	100	3	50	1	100	5	150	3	50	4	100	3000	502	6600	0	1615	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
2170	9079	0	NAKAMA_036	0	0	1	1	469	56	3500	720	71	60	44	59	32	1	2	0	2	0	4	100	4	100	5	150	1	100	5	150	4	100	3000	502	6600	0	1616	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2171	9148	0	NAKAMA_064	0	0	1	1	470	56	3000	370	38	68	54	62	55	5	4	100	4	100	5	150	0	100	4	100	4	100	3	50	4	100	3001	502	6600	0	1617	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2172	9241	0	NAKAMA_145	0	0	1	1	471	56	4000	550	53	67	53	67	42	17	4	100	4	100	4	100	4	100	0	100	4	100	5	150	4	100	3000	502	6600	0	1618	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
2173	9091	0	NAKAMA_042	0	0	1	1	472	56	5400	440	69	43	53	60	46	10	4	100	3	50	4	100	4	100	4	100	5	150	5	150	4	100	3000	502	6600	0	1619	0	1	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2174	9190	0	NAKAMA_094	0	0	1.3	1	473	56	4500	400	68	67	44	62	39	19	4	100	4	100	4	100	3	50	4	100	5	150	4	100	4	100	3001	502	6600	0	1620	0	1	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0
2175	9076	0	NAKAMA_033	0	0	1	1.2	474	56	5200	330	75	57	75	57	49	19	2	0	2	0	4	100	5	150	4	100	5	150	4	100	4	100	3000	502	6600	0	1621	0	1	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2176	9131	0	NAKAMA_059	0	0	0.8	1	475	56	2000	510	45	57	58	59	60	19	4	100	5	150	4	100	5	150	4	100	4	100	1	100	4	100	3000	502	6600	0	1622	0	1	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2177	9119	0	NAKAMA_055	0	0	1	1	476	56	1500	710	48	80	57	57	55	4	4	100	4	100	5	150	1	100	4	100	0	100	4	100	4	100	3001	502	6600	0	1623	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2178	9122	0	NAKAMA_057	0	0	1	1	477	56	1600	660	41	78	61	59	61	8	4	100	4	100	1	100	0	100	5	150	4	100	3	50	4	100	3000	502	6600	0	1624	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2179	9145	0	NAKAMA_063	0	0	1	1	478	56	2500	430	79	48	69	64	45	4	1	100	4	100	5	150	4	100	4	100	4	100	5	150	4	100	3000	502	6600	0	1625	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2180	9186	0	NAKAMA_090	0	0	0.9	1.1	479	56	3100	710	43	80	58	66	39	22	3	50	4	100	3	50	5	150	4	100	1	100	4	100	4	100	3001	502	6600	0	1626	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
2181	9120	0	NAKAMA_056	0	0	1	1	480	45	700	350	57	47	52	60	51	6	4	100	4	100	4	100	4	100	5	150	0	100	4	100	4	100	3000	481	5800	0	1630	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2182	9202	0	NAKAMA_106	0	0	1	1	481	45	820	350	31	66	53	52	55	13	3	50	4	100	3	50	5	150	3	50	2	0	5	150	4	100	3000	481	5800	0	1631	0	1	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0
2183	9122	0	NAKAMA_057	0	0	1	1	482	45	1800	350	33	61	52	54	60	8	4	100	4	100	3	50	0	100	5	150	4	100	3	50	4	100	3000	481	5800	0	1723	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2184	9079	0	NAKAMA_036	0	0	1	1	483	61	2300	185	84	104	65	67	34	1	2	0	2	0	4	100	2	0	5	150	1	100	5	150	4	100	3000	868	14500	0	1725	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2185	9057	0	NAKAMA_023	0	0	0.6	0.7	484	61	1400	340	42	94	70	58	64	5	4	100	5	150	1	100	1	100	1	100	1	100	2	0	4	100	3001	868	14500	0	1726	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2186	9073	0	NAKAMA_031	0	0	1	1.1	485	61	4000	352	90	85	68	62	36	10	1	100	1	100	5	150	5	150	5	150	5	150	4	100	4	100	3000	868	14500	0	1727	0	1	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0
2187	9191	0	NAKAMA_095	0	0	1	1	486	62	3900	500	42	91	67	68	72	25	3	50	4	100	2	0	5	150	3	50	3	50	3	50	4	100	3001	896	14500	0	1912	0	1	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2188	9230	0	NAKAMA_134	0	0	1	1	487	62	3000	500	120	42	78	81	35	28	4	100	2	0	3	50	4	100	1	100	5	150	3	50	4	100	3000	896	14500	0	1913	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0
2189	9023	0	NAKAMA_011	0	0	1.2	1	488	80	16150	760	99	125	77	91	71	26	5	150	1	100	1	100	5	150	1	100	5	150	1	100	4	100	3000	0	0	0	0	0	4	0	1	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0
2190	9193	0	NAKAMA_097	0	0	1.7	1	489	80	17000	880	90	130	79	92	72	25	1	100	5	150	5	150	1	100	5	150	1	100	5	150	4	100	3001	0	0	0	0	0	4	0	1	0	1	0	0	0	1	1	0	8	0	0	0	0	0	0
2191	9145	0	NAKAMA_063	0	0	1	1	490	60	1100	340	76	39	68	70	65	4	1	100	4	100	5	150	4	100	4	100	4	100	5	150	4	100	3000	545	13500	0	1717	0	1	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0
2192	9212	0	NAKAMA_116	0	0	1	1	491	61	2000	500	72	66	56	85	60	7	4	100	4	100	5	150	4	100	4	100	0	100	4	100	4	100	3000	868	0	0	1914	0	1	0	1	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2193	9168	0	NAKAMA_072	0	0	1.3	1	492	56	520	340	38	84	52	70	66	9	4	100	4	100	5	150	1	100	4	100	4	100	4	100	4	100	3001	123	11500	0	1728	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2194	9163	0	NAKAMA_067	0	0	1	0.7	493	56	530	340	40	73	58	66	73	8	4	100	4	100	4	100	4	100	5	150	2	0	4	100	4	100	3000	68	11500	0	1729	0	1	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
2195	9203	0	NAKAMA_107	0	0	0.8	1	494	65	1200	327	43	95	59	79	75	13	4	100	4	100	2	0	5	150	3	50	3	50	4	100	4	100	3000	983	18000	0	817	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2196	9148	0	NAKAMA_064	0	0	1	1	495	72	960	500	48	104	59	92	82	5	4	100	4	100	5	150	0	100	4	100	4	100	4	100	4	100	3001	1201	27000	0	818	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2197	9129	0	NAKAMA_058	0	0	0.8	0.7	496	72	1090	500	58	114	66	66	82	5	4	100	4	100	5	150	0	100	4	100	4	100	4	100	4	100	3000	1201	27000	0	819	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2198	9170	0	NAKAMA_074	0	0	1	1	497	76	1200	500	50	110	68	92	86	9	4	100	4	100	2	0	5	150	3	50	4	100	4	100	4	100	3000	1335	35000	0	820	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
2199	9091	0	NAKAMA_042	0	0	1	1	498	76	1400	500	103	50	94	93	66	10	4	100	2	0	4	100	4	100	4	100	5	150	5	150	4	100	3000	1335	35000	0	821	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2200	9087	0	NAKAMA_039	0	0	1	1.2	499	80	1500	370	104	61	116	62	81	4	4	100	3	50	4	100	2	0	5	150	2	0	4	100	4	100	3000	1476	46000	0	822	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0
2201	9213	0	NAKAMA_117	0	0	1	1	500	83	1200	250	110	90	69	100	70	7	3	50	4	100	4	100	4	100	5	150	2	0	4	100	4	100	3000	1587	58000	0	823	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2202	9212	0	NAKAMA_116	0	0	1	0.7	501	83	1200	110	70	110	73	110	76	7	4	100	4	100	5	150	4	100	4	100	3	50	4	100	4	100	3000	1587	58000	0	824	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2203	9232	0	NAKAMA_136	0	0	0.9	0.7	502	91	1300	125	76	108	84	110	100	8	4	100	4	100	4	100	5	150	2	0	4	100	3	50	4	100	3001	1902	88000	0	825	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2204	9122	0	NAKAMA_057	0	0	1	1	503	92	1400	303	71	119	96	106	91	8	4	100	4	100	3	50	0	100	5	150	4	100	3	50	4	100	3000	1943	88000	0	826	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2205	2300	0	NAKAMA_509	0	0	1	1	504	50	6000	300	75	70	59	49	50	35	4	100	4	100	2	0	3	50	5	150	4	100	2	0	4	100	3001	5000	800000	0	1603	0	4	0	1	0	1	0	1	0	0	1	0	0	2052	0	0	0	0	0
2206	9170	0	NAKAMA_074	0	0	1	1	505	80	4500	110	180	152	98	34	82	9	4	100	0	200	2	0	5	150	3	50	4	100	4	100	4	100	3000	1476	155000	0	1515	0	4	0	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0
2207	9194	0	NAKAMA_098	0	0	1	1	506	28	1200	200	48	20	35	30	46	2	3	50	4	100	2	0	5	150	4	100	0	100	4	100	4	100	3000	194	2000	0	1417	0	4	0	1	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0
2208	9234	0	NAKAMA_138	0	0	1	1	507	24	1100	200	53	19	42	30	19	12	3	50	3	50	4	100	4	100	4	100	4	100	5	150	4	100	3000	156	1900	0	1419	0	1	0	1	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0
2209	9168	0	NAKAMA_072	0	0	1.3	1	508	28	450	200	18	48	40	40	27	9	4	100	4	100	5	150	1	100	4	100	4	100	4	100	4	100	3001	194	2000	0	1421	0	4	0	1	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2210	9140	0	NAKAMA_062	0	0	1	1	509	28	450	200	52	20	32	41	30	11	4	100	5	150	3	50	3	50	3	50	3	50	5	150	4	100	3000	194	2000	0	1422	0	4	0	1	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2211	9122	0	NAKAMA_057	0	0	1	1	510	50	3200	300	65	57	50	43	99	8	4	100	0	100	3	50	0	100	5	150	0	200	4	100	4	100	3000	590	9000	0	1633	0	4	0	1	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2212	9233	0	NAKAMA_137	0	0	1	0.7	511	50	3200	300	67	105	43	46	38	8	4	100	2	0	3	50	3	50	3	50	5	150	5	150	4	100	3000	590	9000	0	1634	0	4	0	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
2213	9120	0	NAKAMA_056	0	0	1	1	512	50	5500	300	97	42	35	75	36	6	4	100	4	100	4	100	5	150	0	100	0	100	4	100	4	100	3000	590	9000	0	1635	0	4	0	1	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2214	9002	0	NAKAMA_002	0	0	0.8	0.7	513	52	4000	300	38	90	55	60	49	30	4	100	4	100	5	150	0	100	4	100	2	0	4	100	4	100	3000	636	9800	0	1637	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2215	9003	0	NAKAMA_003	0	0	0.8	0.7	514	52	4000	300	38	90	55	60	49	30	4	100	4	100	5	150	0	100	2	0	4	100	4	100	4	100	3000	636	9800	0	1638	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2216	9004	0	NAKAMA_004	0	0	0.8	0.7	515	52	4000	300	86	33	63	60	49	30	4	100	4	100	5	150	0	100	2	0	4	100	4	100	4	100	3000	636	9800	0	1639	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2217	9005	0	NAKAMA_005	0	0	0.8	0.7	516	52	4000	300	38	90	55	60	49	30	5	150	5	150	2	0	0	100	4	100	4	100	4	100	4	100	3000	636	9800	0	1640	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2218	9195	0	NAKAMA_099	0	0	1	1	517	64	2500	832	47	96	80	70	61	2	3	50	3	50	5	150	3	50	3	50	3	50	2	0	4	100	3001	954	16000	0	1731	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2219	9218	0	NAKAMA_122	0	0	0.7	1	518	64	1600	576	81	90	59	62	62	16	5	150	4	100	1	100	1	100	1	100	1	100	4	100	4	100	3000	954	16000	0	1732	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2220	9245	0	NAKAMA_149	0	0	0.4	1.1	519	64	3500	768	90	55	69	69	75	15	3	50	3	50	3	50	3	50	3	50	5	150	5	150	4	100	3000	954	16000	0	1733	0	1	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
2221	9108	0	NAKAMA_048	0	0	1	1	520	64	6000	640	46	97	70	68	65	5	1	100	1	100	0	100	5	150	1	100	1	100	1	100	4	100	3001	954	16000	0	1736	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2222	2199	0	NAKAMA_584	0	0	1	1	521	56	2700	700	80	65	78	56	15	33	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3000	1000	11500	0	1907	0	4	0	1	0	0	0	0	0	0	1	0	29	2110	0	0	0	0	0
2223	9256	0	NAKAMA_580	0	0	1	1	522	55	1260	550	48	70	49	52	83	33	4	100	4	100	4	100	4	100	5	150	5	150	2	0	4	100	3000	710	0	0	1916	0	1	0	0	0	0	0	0	0	0	1	0	12	2104	0	0	0	0	0
2224	9258	0	NAKAMA_583	0	0	1	1	523	55	1260	350	85	45	78	55	39	33	5	150	5	150	3	50	3	50	3	50	3	50	4	100	4	100	3001	710	0	0	1916	0	1	0	0	0	0	0	0	0	0	1	0	30	2107	0	0	0	0	0
2225	9260	0	NAKAMA_582	0	0	1	1	524	55	1350	400	71	74	75	50	32	33	3	50	3	50	0	100	5	150	0	100	3	50	2	0	4	100	3001	710	0	0	1916	0	1	0	0	0	0	0	0	0	0	1	0	27	2106	0	0	0	0	0
2226	9257	0	NAKAMA_585	0	0	1	1	525	55	1350	600	80	60	42	75	45	33	0	100	3	50	3	50	3	50	3	50	0	100	5	150	4	100	3000	710	0	0	1916	0	1	0	0	0	0	0	0	0	0	1	0	31	2108	0	0	0	0	0
2227	9259	0	NAKAMA_586	0	0	1	1	526	55	1400	650	33	85	56	64	47	33	3	50	3	50	3	50	3	50	3	50	3	50	3	50	4	100	3000	710	0	0	1916	0	1	0	0	0	0	0	0	0	0	1	0	32	2109	0	0	0	0	0
2228	9215	0	NAKAMA_119	0	0	0.7	1	527	26	650	130	45	45	40	34	43	16	4	100	4	100	3	50	3	50	4	100	4	100	5	150	4	100	3000	180	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	3	2027	0	0	0	0	0
2229	9079	0	NAKAMA_618	0	0	1	1	528	75	2500	550	115	110	95	88	5	1	0	100	1	100	4	100	4	100	5	150	1	100	5	150	4	100	3000	1301	150000	0	725	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2230	9166	0	NAKAMA_619	0	0	1	1	529	75	2200	550	73	120	85	92	40	11	5	150	1	100	4	100	4	100	0	100	4	100	2	0	4	100	3000	1301	150000	0	726	0	2	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0
2231	9224	0	NAKAMA_620	0	0	1	1	530	85	3300	500	140	100	95	35	90	6	3	50	3	50	0	100	5	150	4	100	4	100	2	0	4	100	3000	1663	180000	0	827	0	2	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2232	9225	0	NAKAMA_621	0	0	1	1	531	85	3800	500	135	135	80	97	25	6	4	100	4	100	1	100	5	150	4	100	4	100	2	0	4	100	3000	1663	180000	0	828	0	2	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2233	9237	0	NAKAMA_622	0	0	1	1	532	85	3300	500	145	80	95	85	50	12	4	100	0	100	0	100	1	100	4	100	4	100	5	150	4	100	3000	1663	180000	0	829	0	2	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0
2234	9087	0	NAKAMA_039	0	0	1	1.2	533	90	1800	370	80	130	95	111	75	4	1	100	1	100	1	100	1	100	1	100	1	100	1	100	4	10	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	20	0	0	0	0	0	0
2235	9054	0	NAKAMA_022	0	0	1	1	534	90	450	335	122	80	97	113	79	9	4	10	4	10	4	10	4	10	4	10	4	10	4	10	4	10	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	9	0	0	0	0	0	0
2999	9254	0	NAKAMA_152	0	0	0.9	1	999	2	104	45	9	9	9	12	11	6	4	100	4	100	5	150	5	150	5	150	3	50	4	100	4	100	3000	4	300	0	102	0	0	0	0	0	0	0	0	0	0	1	7	7	0	0	0	0	0	0
